                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     46,                 0.7957,                0.90629,                 1.1999,                0.73435,                0.76463,                0.82056,                 0.7118,                0.57608,                0.77095,                 1.0043,              0.0093636,              0.0093636,              0.0093636
                     47,                0.79937,                0.90698,                 1.2069,                0.74301,                0.73886,                0.81763,                0.70986,                0.58205,                0.75504,                 1.0047,              0.0093494,              0.0093494,              0.0093494
                     48,                 0.8075,                0.90498,                 1.2045,                0.71793,                0.77183,                0.81983,                0.71447,                0.58165,                 0.7515,                 1.0015,              0.0093353,              0.0093353,              0.0093353
                     49,                0.79944,                0.89022,                 1.2046,                0.72307,                0.75339,                0.80688,                0.71057,                0.57042,                0.75077,                0.99498,              0.0093211,              0.0093211,              0.0093211
                     50,                0.78213,                0.88677,                 1.1877,                0.70557,                 0.7556,                0.82012,                0.71678,                0.56099,                0.74915,                0.98683,               0.009307,               0.009307,               0.009307
                     51,                0.77843,                0.87845,                 1.1908,                0.72352,                0.77835,                0.82512,                0.73276,                0.53703,                0.74094,                0.96374,              0.0092929,              0.0092929,              0.0092929
                     52,                0.77982,                0.87734,                 1.1884,                0.71229,                0.78072,                 0.8172,                0.71709,                0.55471,                0.72042,                0.98065,              0.0092787,              0.0092787,              0.0092787
                     53,                 0.7872,                0.87949,                  1.191,                 0.7117,                0.78298,                0.83179,                0.73606,                0.53804,                0.71884,                0.96852,              0.0092646,              0.0092646,              0.0092646
                     54,                0.77575,                0.87023,                 1.1817,                0.73073,                 0.7457,                0.82862,                0.72802,                0.55439,                0.72874,                 0.9726,              0.0092504,              0.0092504,              0.0092504
                     55,                0.77371,                0.87016,                  1.179,                0.75753,                0.76217,                0.83851,                0.74263,                0.53061,                0.71031,                0.95557,              0.0092363,              0.0092363,              0.0092363
                     56,                0.76107,                0.84417,                 1.1724,                0.77594,                0.74368,                0.83385,                0.74139,                0.54725,                0.70839,                0.96955,              0.0092221,              0.0092221,              0.0092221
                     57,                0.76972,                0.85752,                 1.1774,                0.74577,                0.78892,                  0.841,                0.74289,                0.54291,                0.70089,                0.96914,               0.009208,               0.009208,               0.009208
                     58,                0.77031,                0.85887,                  1.169,                0.72465,                0.77365,                0.82962,                0.73702,                 0.5367,                0.71251,                0.96507,              0.0091939,              0.0091939,              0.0091939
                     59,                0.76002,                 0.8621,                 1.1697,                0.75142,                0.77025,                0.84282,                0.74772,                0.53489,                 0.6765,                0.95908,              0.0091797,              0.0091797,              0.0091797
                     60,                0.76965,                0.85398,                 1.1718,                0.77278,                0.72745,                0.83182,                0.73609,                0.52726,                0.71489,                0.95452,              0.0091656,              0.0091656,              0.0091656
                     61,                0.76745,                0.84579,                 1.1651,                0.76249,                0.76711,                0.83915,                0.75274,                0.53211,                 0.6952,                0.96469,              0.0091514,              0.0091514,              0.0091514
                     62,                0.75653,                0.85051,                 1.1589,                0.77306,                 0.7564,                0.84699,                0.75554,                0.53565,                0.67666,                0.96363,              0.0091373,              0.0091373,              0.0091373
                     63,                0.76297,                0.84399,                 1.1568,                0.75089,                0.75013,                0.82933,                  0.741,                0.51777,                0.71247,                0.94422,              0.0091231,              0.0091231,              0.0091231
                     64,                 0.7536,                0.82796,                 1.1598,                0.75442,                0.77691,                0.83702,                 0.7451,                0.52975,                0.68788,                0.95825,               0.009109,               0.009109,               0.009109
                     65,                0.74539,                0.81609,                 1.1504,                 0.7591,                0.75013,                0.83137,                0.74114,                0.52119,                0.69658,                 0.9501,              0.0090949,              0.0090949,              0.0090949
                     66,                0.74501,                0.82554,                 1.1519,                0.76087,                0.74206,                0.83605,                0.74624,                 0.5222,                0.69734,                0.94634,              0.0090807,              0.0090807,              0.0090807
                     67,                0.75031,                0.81366,                 1.1559,                0.76315,                0.76605,                0.83402,                0.74172,                0.51399,                0.70308,                0.94113,              0.0090666,              0.0090666,              0.0090666
                     68,                0.73655,                0.81101,                 1.1479,                0.77447,                0.75464,                0.83134,                0.74458,                0.51505,                0.70602,                0.94253,              0.0090524,              0.0090524,              0.0090524
                     69,                0.75507,                0.81386,                 1.1495,                0.79386,                0.74014,                0.84521,                0.75206,                0.52587,                0.67372,                0.95307,              0.0090383,              0.0090383,              0.0090383
                     70,                0.74457,                0.82215,                 1.1461,                0.72746,                0.79415,                0.83989,                0.75134,                0.52309,                0.67718,                0.94592,              0.0090241,              0.0090241,              0.0090241
                     71,                 0.7409,                0.81259,                 1.1444,                0.79588,                0.75259,                0.84773,                 0.7591,                0.51906,                0.67201,                0.94621,                0.00901,                0.00901,                0.00901
                     72,                0.73202,                0.79413,                 1.1412,                0.76504,                0.76374,                0.84731,                0.75695,                0.51058,                0.69262,                 0.9384,              0.0089959,              0.0089959,              0.0089959
                     73,                0.74157,                0.79899,                 1.1424,                0.76349,                0.74824,                0.83478,                0.74625,                0.51528,                0.69096,                0.94083,              0.0089817,              0.0089817,              0.0089817
                     74,                0.73022,                0.79535,                  1.135,                0.78354,                0.74374,                0.84527,                0.75682,                 0.5112,                0.67652,                0.93916,              0.0089676,              0.0089676,              0.0089676
                     75,                0.73135,                0.79249,                 1.1409,                0.78385,                0.76822,                0.84268,                0.75335,                0.51269,                0.67373,                0.94367,              0.0089534,              0.0089534,              0.0089534
                     76,                0.73613,                0.79522,                  1.143,                0.78021,                0.75232,                0.84164,                 0.7547,                0.51078,                0.67223,                0.93788,              0.0089393,              0.0089393,              0.0089393
                     77,                0.72317,                0.78519,                 1.1268,                0.76966,                0.76678,                0.83935,                0.74936,                0.51395,                0.69874,                0.94168,              0.0089251,              0.0089251,              0.0089251
                     78,                0.72344,                0.78756,                 1.1276,                0.75547,                0.77646,                 0.8415,                0.75498,                0.50679,                0.69077,                 0.9337,               0.008911,               0.008911,               0.008911
                     79,                0.72306,                0.77852,                 1.1309,                0.75389,                0.78966,                0.84142,                0.75617,                0.50541,                0.68267,                 0.9295,              0.0088969,              0.0088969,              0.0088969
                     80,                0.72946,                0.77678,                 1.1377,                0.75939,                0.75274,                 0.8345,                 0.7451,                0.50624,                0.69265,                0.93582,              0.0088827,              0.0088827,              0.0088827
                     81,                0.71911,                0.77125,                 1.1272,                0.78452,                0.73141,                0.84254,                0.75415,                 0.5086,                0.68438,                0.93572,              0.0088686,              0.0088686,              0.0088686
                     82,                0.72502,                0.76953,                 1.1272,                 0.7943,                0.73983,                 0.8475,                0.76229,                 0.5141,                0.67273,                 0.9404,              0.0088544,              0.0088544,              0.0088544
                     83,                0.70889,                0.77716,                 1.1216,                0.77725,                0.77156,                0.84683,                0.76174,                0.51023,                0.68022,                0.93589,              0.0088403,              0.0088403,              0.0088403
                     84,                0.71376,                 0.7723,                 1.1252,                0.75899,                0.78081,                0.84557,                0.75679,                0.51252,                0.68562,                 0.9377,              0.0088261,              0.0088261,              0.0088261
                     85,                0.71527,                0.75831,                  1.123,                0.75427,                0.78623,                 0.8418,                0.75794,                 0.5069,                0.67785,                0.93348,               0.008812,               0.008812,               0.008812
                     86,                0.70947,                0.75753,                 1.1202,                0.80293,                0.73932,                0.84585,                0.76381,                0.50529,                 0.6737,                0.93078,              0.0087979,              0.0087979,              0.0087979
                     87,                0.71658,                0.76408,                 1.1213,                0.79061,                0.76396,                0.84486,                 0.7586,                0.50225,                0.67179,                0.92529,              0.0087837,              0.0087837,              0.0087837
                     88,                0.70916,                0.75088,                 1.1192,                 0.7732,                0.77309,                0.84522,                 0.7593,                0.50494,                0.68194,                0.92776,              0.0087696,              0.0087696,              0.0087696
                     89,                0.71601,                0.75855,                 1.1183,                0.76392,                0.79371,                0.84748,                0.76402,                 0.4986,                0.66499,                0.92491,              0.0087554,              0.0087554,              0.0087554
                     90,                0.70847,                0.75553,                  1.115,                 0.7595,                0.78226,                0.84486,                0.76203,                0.50137,                0.65291,                0.92713,              0.0087413,              0.0087413,              0.0087413
                     91,                0.70255,                0.74569,                  1.112,                0.77006,                0.77208,                0.84793,                0.76795,                0.49842,                0.66991,                0.92501,              0.0087271,              0.0087271,              0.0087271
                     92,                0.70239,                 0.7432,                 1.1173,                0.77105,                0.77674,                0.84963,                0.76781,                0.49799,                0.66028,                0.92794,               0.008713,               0.008713,               0.008713
                     93,                0.70174,                0.74662,                 1.1093,                0.77145,                0.77551,                0.84879,                 0.7646,                0.49659,                0.66061,                0.92468,              0.0086989,              0.0086989,              0.0086989
                     94,                0.69572,                0.73151,                  1.112,                0.79521,                0.75162,                0.84805,                0.76777,                0.49256,                0.66365,                0.92168,              0.0086847,              0.0086847,              0.0086847
                     95,                0.68657,                 0.7264,                  1.105,                0.78783,                0.76718,                0.85035,                0.76764,                 0.4936,                0.66229,                0.92162,              0.0086706,              0.0086706,              0.0086706
                     96,                0.70285,                0.72965,                 1.1069,                0.74803,                0.80717,                0.84766,                0.76626,                0.48936,                0.65553,                0.91818,              0.0086564,              0.0086564,              0.0086564
                     97,                0.69695,                0.74266,                 1.1057,                0.73654,                0.80597,                0.84529,                0.76511,                0.49132,                0.66079,                0.91905,              0.0086423,              0.0086423,              0.0086423
                     98,                0.69388,                0.72595,                 1.1007,                0.77051,                 0.7777,                0.84364,                0.76311,                0.48549,                0.66162,                0.91429,              0.0086281,              0.0086281,              0.0086281
                     99,                 0.6957,                0.73202,                 1.1081,                0.74692,                0.79076,                0.84187,                 0.7577,                0.48864,                 0.6634,                0.91743,               0.008614,               0.008614,               0.008614
                    100,                0.68742,                0.72507,                 1.0987,                0.75841,                0.79121,                0.84417,                0.76351,                0.48224,                0.66427,                0.91192,              0.0085999,              0.0085999,              0.0085999
                    101,                0.69249,                0.71848,                 1.0992,                0.76362,                0.78011,                0.84226,                0.76236,                 0.4861,                0.66267,                0.91376,              0.0085857,              0.0085857,              0.0085857
                    102,                0.69345,                0.72757,                 1.0983,                0.75703,                0.78365,                0.84462,                0.76507,                0.48621,                0.65896,                0.91377,              0.0085716,              0.0085716,              0.0085716
                    103,                0.68616,                0.72456,                 1.0971,                0.77531,                0.76158,                0.84323,                0.76164,                0.48554,                0.66085,                0.91313,              0.0085574,              0.0085574,              0.0085574
                    104,                0.69621,                 0.7274,                  1.101,                0.77092,                0.76198,                0.84191,                0.76104,                0.48451,                0.66716,                0.91344,              0.0085433,              0.0085433,              0.0085433
                    105,                0.68902,                0.71981,                 1.0975,                0.76711,                0.78417,                0.84366,                0.76308,                0.48083,                0.66259,                0.90955,              0.0085291,              0.0085291,              0.0085291
                    106,                0.69192,                0.71624,                 1.0953,                0.77499,                0.76381,                0.84247,                0.76532,                 0.4763,                0.65947,                0.90525,               0.008515,               0.008515,               0.008515
                    107,                0.68378,                0.70699,                 1.0954,                0.76564,                0.76833,                0.84638,                0.76943,                0.47721,                 0.6606,                0.90727,              0.0085009,              0.0085009,              0.0085009
                    108,                0.68693,                0.71737,                 1.0958,                0.75713,                0.78625,                0.84734,                0.76663,                0.47656,                0.65343,                0.90724,              0.0084867,              0.0084867,              0.0084867
                    109,                0.67961,                0.70512,                 1.0909,                0.78556,                0.74927,                0.84341,                0.76692,                0.47405,                 0.6556,                0.90468,              0.0084726,              0.0084726,              0.0084726
                    110,                0.68181,                0.70496,                 1.0912,                 0.7592,                0.77816,                 0.8444,                0.76709,                0.47449,                0.65849,                0.90398,              0.0084584,              0.0084584,              0.0084584
                    111,                0.67826,                 0.6903,                 1.0896,                0.78168,                0.76781,                0.84388,                0.76728,                0.47747,                0.65272,                0.90539,              0.0084443,              0.0084443,              0.0084443
