                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    110,                0.69819,                0.74812,                 1.1286,                0.74478,                0.80707,                 0.8413,                0.76179,                 0.4804,                0.68447,                0.93512,              0.0084584,              0.0084584,              0.0084584
                    111,                0.69409,                0.73936,                 1.1248,                0.74846,                0.81349,                0.84507,                0.76632,                0.48044,                0.67303,                0.93425,              0.0084443,              0.0084443,              0.0084443
                    112,                0.69484,                0.74505,                 1.1257,                 0.7579,                0.79766,                0.84386,                 0.7666,                0.48039,                0.67134,                0.93481,              0.0084301,              0.0084301,              0.0084301
                    113,                 0.6928,                0.73358,                 1.1256,                0.76951,                 0.7938,                0.84738,                0.77004,                0.48072,                0.66427,                0.93515,               0.008416,               0.008416,               0.008416
                    114,                0.69127,                0.73947,                 1.1193,                0.76037,                0.79078,                0.84931,                0.77309,                0.47655,                0.66342,                0.92969,              0.0084019,              0.0084019,              0.0084019
                    115,                0.69374,                0.75305,                  1.115,                0.76254,                0.77927,                0.85029,                0.77355,                0.47677,                0.65972,                0.92912,              0.0083877,              0.0083877,              0.0083877
                    116,                0.68943,                0.73947,                 1.1136,                0.78002,                0.77116,                0.85092,                0.77483,                0.47669,                0.66032,                0.92791,              0.0083736,              0.0083736,              0.0083736
                    117,                0.69492,                  0.737,                  1.121,                0.77629,                0.77663,                0.85017,                0.77319,                0.47445,                0.66293,                0.92582,              0.0083594,              0.0083594,              0.0083594
                    118,                0.69091,                0.72529,                 1.1164,                0.77407,                0.78423,                0.85086,                 0.7745,                0.47425,                0.66272,                0.92519,              0.0083453,              0.0083453,              0.0083453
                    119,                0.69255,                0.74088,                 1.1158,                0.78847,                0.75505,                0.84912,                0.77329,                0.47436,                0.66823,                0.92379,              0.0083311,              0.0083311,              0.0083311
                    120,                0.69072,                  0.728,                 1.1146,                0.76851,                0.76665,                0.84975,                0.77327,                 0.4742,                0.66902,                0.92408,               0.008317,               0.008317,               0.008317
                    121,                0.67937,                0.72586,                 1.1101,                0.73964,                0.79804,                0.84949,                0.77275,                0.47191,                 0.6684,                0.92156,              0.0083029,              0.0083029,              0.0083029
                    122,                0.68188,                0.71512,                 1.1057,                0.76006,                0.79034,                0.84953,                0.77425,                0.47167,                0.66703,                0.92155,              0.0082887,              0.0082887,              0.0082887
                    123,                0.68271,                0.71807,                  1.108,                0.76795,                0.77292,                0.84922,                0.77329,                0.47111,                0.66566,                0.92161,              0.0082746,              0.0082746,              0.0082746
                    124,                0.68786,                0.73159,                 1.1111,                 0.7263,                0.81268,                0.84868,                0.77228,                0.47182,                0.66507,                0.92241,              0.0082604,              0.0082604,              0.0082604
                    125,                0.67405,                0.71055,                 1.1092,                0.76586,                0.76853,                0.84817,                0.77278,                0.47219,                 0.6662,                0.92244,              0.0082463,              0.0082463,              0.0082463
                    126,                0.67737,                0.70424,                 1.1026,                0.75314,                0.78129,                0.84584,                0.77145,                0.47128,                 0.6653,                0.92222,              0.0082321,              0.0082321,              0.0082321
                    127,                0.67969,                0.70453,                 1.1055,                0.78841,                0.74682,                0.84445,                0.76966,                0.47159,                0.66207,                0.92278,               0.008218,               0.008218,               0.008218
                    128,                0.67756,                0.71063,                 1.1048,                0.78971,                0.74691,                0.84497,                0.76986,                0.47146,                0.65916,                0.92249,              0.0082039,              0.0082039,              0.0082039
                    129,                0.68592,                0.71924,                 1.1129,                0.75886,                0.78025,                0.84554,                0.77056,                0.46882,                0.65729,                0.91947,              0.0081897,              0.0081897,              0.0081897
                    130,                0.67665,                0.71344,                 1.0979,                0.77848,                0.75339,                0.84562,                0.77094,                0.46735,                 0.6556,                0.91711,              0.0081756,              0.0081756,              0.0081756
                    131,                0.67813,                0.70606,                 1.1041,                0.72823,                0.80453,                0.84742,                0.77395,                0.46652,                0.65579,                0.91642,              0.0081614,              0.0081614,              0.0081614
                    132,                0.67351,                0.70827,                  1.101,                0.72962,                 0.8161,                0.84725,                0.77299,                0.46635,                0.65598,                0.91534,              0.0081473,              0.0081473,              0.0081473
                    133,                 0.6676,                0.70519,                 1.0958,                0.73783,                0.80404,                 0.8465,                0.77382,                0.46728,                0.65617,                0.91606,              0.0081331,              0.0081331,              0.0081331
                    134,                 0.6632,                0.69042,                 1.0881,                0.74533,                0.80154,                0.84663,                0.77179,                0.46748,                0.65797,                0.91531,               0.008119,               0.008119,               0.008119
                    135,                0.67568,                0.69654,                 1.1046,                0.74526,                0.80152,                0.84754,                 0.7732,                 0.4674,                0.65652,                0.91498,              0.0081049,              0.0081049,              0.0081049
                    136,                0.67434,                0.69385,                 1.0936,                0.74741,                0.80271,                0.85029,                0.77633,                 0.4678,                0.65083,                0.91485,              0.0080907,              0.0080907,              0.0080907
                    137,                0.67417,                0.69276,                 1.0916,                0.77152,                0.77982,                0.85081,                0.77685,                0.46728,                0.64883,                0.91424,              0.0080766,              0.0080766,              0.0080766
                    138,                0.66583,                0.69553,                 1.0954,                0.76271,                0.78729,                0.85173,                0.77832,                0.46732,                0.64733,                0.91373,              0.0080624,              0.0080624,              0.0080624
                    139,                0.66055,                0.69683,                 1.0865,                0.75683,                0.80083,                0.85177,                0.77747,                0.46684,                0.64583,                 0.9131,              0.0080483,              0.0080483,              0.0080483
                    140,                0.65866,                0.68728,                 1.0893,                0.75011,                0.80463,                0.85123,                 0.7771,                0.46633,                0.64547,                0.91285,              0.0080341,              0.0080341,              0.0080341
                    141,                0.66458,                0.69729,                 1.0936,                0.76149,                0.79773,                0.85166,                0.77772,                0.46549,                0.64461,                0.91174,                0.00802,                0.00802,                0.00802
                    142,                0.66304,                0.68535,                 1.0901,                0.75686,                0.79554,                 0.8517,                0.77819,                0.46508,                0.64435,                 0.9111,              0.0080059,              0.0080059,              0.0080059
                    143,                0.66949,                0.68553,                 1.0893,                0.75675,                0.80254,                0.85149,                0.77849,                0.46435,                0.64573,                0.91003,              0.0079917,              0.0079917,              0.0079917
                    144,                0.66276,                0.68327,                 1.0916,                0.74861,                0.81128,                0.85123,                0.77742,                0.46375,                0.64821,                0.90924,              0.0079776,              0.0079776,              0.0079776
                    145,                0.66744,                0.68444,                 1.0954,                0.74546,                0.81469,                0.85017,                0.77736,                0.46213,                0.64871,                0.90823,              0.0079634,              0.0079634,              0.0079634
                    146,                 0.6614,                 0.6811,                 1.0906,                0.74931,                0.81008,                 0.8498,                0.77629,                0.46191,                0.65033,                 0.9078,              0.0079493,              0.0079493,              0.0079493
                    147,                0.65794,                  0.678,                 1.0832,                0.74519,                0.81378,                0.85017,                0.77734,                0.46255,                 0.6507,                0.90789,              0.0079351,              0.0079351,              0.0079351
                    148,                0.66457,                0.68116,                 1.0845,                0.73687,                0.81689,                0.85044,                0.77634,                0.46196,                0.65113,                 0.9076,               0.007921,               0.007921,               0.007921
                    149,                0.65903,                0.67336,                  1.083,                0.74039,                0.81684,                 0.8513,                 0.7769,                0.46159,                0.64997,                0.90752,              0.0079069,              0.0079069,              0.0079069
                    150,                0.66075,                0.66832,                 1.0852,                0.74054,                0.81608,                0.85187,                0.77812,                0.46089,                0.64843,                0.90719,              0.0078927,              0.0078927,              0.0078927
                    151,                0.65541,                0.68176,                 1.0825,                0.77805,                0.77985,                0.85232,                0.77871,                0.45994,                0.64739,                0.90664,              0.0078786,              0.0078786,              0.0078786
                    152,                0.66841,                0.68067,                 1.0898,                0.76389,                0.79313,                0.85251,                0.77922,                 0.4588,                 0.6458,                0.90542,              0.0078644,              0.0078644,              0.0078644
                    153,                0.64963,                0.66189,                 1.0834,                 0.7617,                0.79975,                0.85234,                0.77925,                0.45809,                0.64629,                0.90512,              0.0078503,              0.0078503,              0.0078503
