,px,broken,dirty,normal,all
0,0.0,0.19484240687679083,0.3442566402207658,0.4038020321206162,0.4201689618871092
1,0.001001001001001001,0.19484240687679083,0.3442566402207658,0.4038020321206162,0.42624233001615996
2,0.002002002002002002,0.2614139529675005,0.3894841547710939,0.4510265225198469,0.43234034827818696
3,0.003003003003003003,0.3218885885631234,0.412809276565202,0.4736191465282251,0.43846965615001154
4,0.004004004004004004,0.3706104479067104,0.4327461754098482,0.49476140730219664,0.44464380678032445
5,0.005005005005005005,0.41459699592985044,0.4488059876588809,0.5084467888999187,0.45085141323240013
6,0.006006006006006006,0.45276408720308664,0.45982182202691274,0.5190354808237222,0.4570908347979266
7,0.007007007007007007,0.48419720834088315,0.4694869357098884,0.5292915306459605,0.46338372318079935
8,0.008008008008008008,0.5072353867344949,0.4751841831148843,0.5375019981045315,0.46970060401893904
9,0.009009009009009009,0.5293212810799576,0.48486819775647594,0.5445760200118147,0.4760593664384501
10,0.01001001001001001,0.5413390573356596,0.4919766844754888,0.5521923221829436,0.48247252736805374
11,0.011011011011011011,0.5529875311271994,0.49708152465495536,0.5585760319598384,0.4889145026432753
12,0.012012012012012012,0.5679188413486015,0.503111746297639,0.5633898290383774,0.495389860656029
13,0.013013013013013013,0.586176393722664,0.5069619114574571,0.5665843949416417,0.5019356150566563
14,0.014014014014014014,0.596411823451089,0.513025519066706,0.5714448471772349,0.5085364554371717
15,0.015015015015015015,0.6073643296053043,0.5179101351487735,0.5745445942612478,0.5151695833106831
16,0.016016016016016016,0.6175577428852187,0.5235788783403872,0.5787836352666638,0.5218463983324582
17,0.017017017017017015,0.6316021705443036,0.5289337986592625,0.5812662473378075,0.5285343291378455
18,0.018018018018018018,0.6471321498474779,0.5313445477613171,0.5850454956770227,0.5352615652574527
19,0.01901901901901902,0.6524840210849631,0.535013819325868,0.5887195076123868,0.5420111598458309
20,0.02002002002002002,0.6581791620845392,0.5388168412849971,0.5940218993698021,0.5488706408186274
21,0.02102102102102102,0.6709485100918429,0.5413708051926591,0.598727144460352,0.5557649986781621
22,0.022022022022022022,0.6786649311058198,0.5450748571231968,0.6026851105474125,0.5626792003646761
23,0.023023023023023025,0.6857355134847894,0.5479158563912152,0.6053416261134836,0.5696193181830435
24,0.024024024024024024,0.6948968192318643,0.5517604455332804,0.6073639219856019,0.5765854788886332
25,0.025025025025025023,0.6972781130375805,0.554648053212638,0.6101393114154615,0.5835761353917766
26,0.026026026026026026,0.6998658935383328,0.5561947237598389,0.6160657856647644,0.5905878858440007
27,0.02702702702702703,0.700847246598326,0.5576332875751437,0.6174173391348341,0.5976099545137731
28,0.028028028028028028,0.7018269767569181,0.558628217171076,0.6202299896793363,0.6036295383407173
29,0.029029029029029027,0.7054369803129363,0.5596468429574779,0.6224623023856367,0.6089914532014284
30,0.03003003003003003,0.7075726086719001,0.5612321146989835,0.6238601430148714,0.6138097631521897
31,0.031031031031031032,0.7095753212179879,0.5621511997888183,0.6258060577369212,0.6181757455392787
32,0.03203203203203203,0.7131618120651058,0.5638407979794479,0.6287103917531465,0.6221990189271717
33,0.03303303303303303,0.7142091911397863,0.5646822733248463,0.6304923829889032,0.6258962489979253
34,0.03403403403403403,0.7171049167384335,0.566093892305367,0.6325929203595668,0.6293795340182824
35,0.035035035035035036,0.7207157903952842,0.5680729670576126,0.6353259439946373,0.6326260037258425
36,0.036036036036036036,0.7217800094531425,0.5713294721732406,0.635413814700688,0.6357123919667034
37,0.037037037037037035,0.7251349749043537,0.5720010283852551,0.6364948518798796,0.6386665444668566
38,0.03803803803803804,0.7319779010375895,0.5731638091144068,0.6392597923621466,0.641460278858915
39,0.03903903903903904,0.7351323319893828,0.5748238590220263,0.642873466425631,0.6441075205494805
40,0.04004004004004004,0.7369163302225418,0.576154943687303,0.6446983699555565,0.6466472858587875
41,0.04104104104104104,0.737917326855012,0.5796419892179633,0.6468944614767945,0.6490855381476215
42,0.04204204204204204,0.7389797164387497,0.5803152544337267,0.6468595215699585,0.6513908999991941
43,0.043043043043043044,0.7405457445584804,0.5816732284401235,0.64994923251947,0.6535571114548363
44,0.044044044044044044,0.7430662664628104,0.5822898671580413,0.6502329176191878,0.6555844227214186
45,0.04504504504504504,0.7564548125262922,0.5841910153999049,0.651755840129823,0.6575702708177773
46,0.04604604604604605,0.7589519118683254,0.5859430290123904,0.6528428908462732,0.6594883129484868
47,0.04704704704704705,0.7596834767879243,0.5859678665254066,0.6551225939414802,0.66129052052236
48,0.04804804804804805,0.7604140923680841,0.5872841144462155,0.6570408986140831,0.6629821084957878
49,0.04904904904904905,0.7611437604555196,0.5892816752522124,0.6582982314656708,0.6645950785874462
50,0.050050050050050046,0.7619341993357112,0.5903514147808496,0.6601859100825692,0.6661230914148878
51,0.05105105105105105,0.7627962976260952,0.5913736258432486,0.6615289749391109,0.667610377401506
52,0.05205205205205205,0.7636570742277282,0.5911815408431329,0.6624389706224828,0.669046654544914
53,0.05305305305305305,0.764643564118996,0.5923410675243366,0.6659363241375794,0.6704772948565255
54,0.05405405405405406,0.7680743617622758,0.5937103694344185,0.6669052541486532,0.6718879418130513
55,0.055055055055055056,0.7705565041531728,0.5966823615228788,0.6680805874091875,0.6732688769020961
56,0.056056056056056056,0.7726143202993484,0.5984112397745275,0.6688195176393769,0.67463049254631
57,0.057057057057057055,0.7767255882534304,0.5990660292807047,0.671390600867213,0.675964958556706
58,0.058058058058058054,0.7773380666829516,0.5987502481511237,0.6725635606879568,0.6772614688699102
59,0.05905905905905906,0.7779498689599329,0.6009026133509673,0.6740116937576501,0.6785480137441443
60,0.06006006006006006,0.7785609962034262,0.6011521202961164,0.6757622476053959,0.6798045504115915
61,0.06106106106106106,0.779171449530015,0.6007278527285305,0.6778261625872728,0.6810383546664395
62,0.062062062062062065,0.7797363013645062,0.601268477977621,0.679625640923317,0.6822616715836254
63,0.06306306306306306,0.780237597748631,0.6021514142932813,0.6794727666276347,0.6834589338883055
64,0.06406406406406406,0.7807384399027142,0.6037375329013841,0.6802747059741684,0.6846039500795453
65,0.06506506506506507,0.7812388284438506,0.606636379262305,0.6815910743128493,0.6857034775837219
66,0.06606606606606606,0.7817387639880176,0.6088078001844555,0.6823250950344587,0.686779798588235
67,0.06706706706706707,0.782238247150077,0.6072740739712076,0.6831282986615946,0.6878212802044962
68,0.06806806806806806,0.7809088988767475,0.6067934083518175,0.6855302620260683,0.6888666797125642
69,0.06906906906906907,0.7800074417690598,0.6075215937771555,0.6861717815266967,0.689878830721108
70,0.07007007007007007,0.7840221261188216,0.6085831034125836,0.6874468772346907,0.690879278142542
71,0.07107107107107107,0.7874837782956828,0.608892354617325,0.6881022158248802,0.6917839244447334
72,0.07207207207207207,0.787925764422215,0.6105504874985276,0.6883079666267311,0.6926615306204503
73,0.07307307307307308,0.7883673886605754,0.608526598636121,0.6883438714141594,0.6935329820781648
74,0.07407407407407407,0.7888086514550405,0.608136002965584,0.6888327655925885,0.6943938429723969
75,0.07507507507507508,0.7892495532491607,0.608636198167415,0.6899213979327627,0.6952435014254058
76,0.07607607607607608,0.78969009448576,0.6083531200451896,0.6915770190873061,0.6960859864549492
77,0.07707707707707707,0.790130275606939,0.6097954302864625,0.6919511000109732,0.6969272193371997
78,0.07807807807807808,0.7905521837040396,0.6117564387951888,0.6924772184856102,0.6977621189229234
79,0.07907907907907907,0.7909598598295549,0.6125100723811024,0.693044235745138,0.6985720369463997
80,0.08008008008008008,0.7913672271833058,0.6136540326327773,0.6938079344638148,0.6993574743927261
81,0.08108108108108109,0.7917742861159524,0.614668029130846,0.6945497447036957,0.7001047607795601
82,0.08208208208208208,0.7921810369776244,0.6152748060472837,0.6942500353094021,0.70082705757354
83,0.08308308308308308,0.792587480117922,0.6166460968589809,0.6948455027410533,0.7015045876560231
84,0.08408408408408408,0.7929936158859155,0.6170217078259358,0.69620988949948,0.7021750706250072
85,0.08508508508508508,0.793399444630149,0.6174355238714818,0.6972068710211469,0.7028534742236859
86,0.08608608608608609,0.7959829625951006,0.6174999801861278,0.6994038096580694,0.7035364004144543
87,0.08708708708708708,0.797146548027737,0.6186696530457253,0.699874583583056,0.7042244447391259
88,0.08808808808808809,0.7976554237849813,0.6190608766927161,0.7000956873078353,0.7049024762010442
89,0.0890890890890891,0.7981638155281706,0.6206337173360252,0.7007914469096201,0.705581760834679
90,0.09009009009009009,0.798671723947527,0.6211553787168812,0.7012302629116475,0.706254150564693
91,0.09109109109109109,0.799179149731961,0.6217493741941833,0.7015182336297726,0.7068944573918287
92,0.0920920920920921,0.7996860935690745,0.6220739487843122,0.7020404224843416,0.7075208075304865
93,0.09309309309309309,0.8001530602011074,0.6234978007852331,0.7024497561905219,0.7081615126347651
94,0.0940940940940941,0.800555312294373,0.6234611667777741,0.703010830753116,0.7088006499799144
95,0.09509509509509509,0.8009572610708491,0.6235734865641335,0.7041267590844801,0.7094497082575052
96,0.0960960960960961,0.8013589068734784,0.6238901550290457,0.7055634903887812,0.7100603373614681
97,0.0970970970970971,0.8017602500446875,0.623524728204538,0.7067265983624397,0.7106418245389149
98,0.0980980980980981,0.802161290926387,0.6251880666887701,0.7067566526699623,0.7112228099409327
99,0.0990990990990991,0.8025620298599726,0.6270289163050169,0.7068598760809023,0.7118136381007484
100,0.10010010010010009,0.8029624671863262,0.6281096880922886,0.7076492552051443,0.7124058935925386
101,0.1011011011011011,0.8035213658479646,0.6287460763028266,0.7091042915684861,0.7129984179555907
102,0.1021021021021021,0.8046766751790398,0.6292561813425457,0.7104746728711906,0.7135912020220387
103,0.1031031031031031,0.8058294763096354,0.6287936579590286,0.7103940880404164,0.7141881443494044
104,0.1041041041041041,0.8062576944558265,0.6293866279946517,0.7111940909223229,0.7147671328170582
105,0.10510510510510511,0.8053075448042261,0.630925285480321,0.7126290843487372,0.7153421395173966
106,0.1061061061061061,0.804356621666192,0.6321504611323013,0.7131471874723376,0.7159117408474367
107,0.10710710710710711,0.8034049218562775,0.6330745273025332,0.7138770380333462,0.716476904847315
108,0.10810810810810811,0.8024524421715198,0.6343247425723632,0.7140671362773875,0.7170544720819164
109,0.1091091091091091,0.8023875234612312,0.63516085826425,0.7136873880511183,0.7176152906536247
110,0.11011011011011011,0.8056026311752242,0.6362392384265864,0.7148180570645831,0.718162079755125
111,0.1111111111111111,0.8070511362999339,0.6372841299386943,0.7156278050538771,0.718670023402547
112,0.11211211211211211,0.8083710422640461,0.637764598743188,0.7168606055133377,0.7191502773061564
113,0.11311311311311312,0.8087061488801707,0.6381523328127987,0.71751075224599,0.7196134685838006
114,0.11411411411411411,0.809041039454994,0.6386480214680085,0.7181032666926769,0.7200774503521841
115,0.11511511511511512,0.8093757141973696,0.6391370197039827,0.7191135735690294,0.7205235812231818
116,0.11611611611611611,0.8097101733158816,0.6394342223658692,0.718288830889012,0.7209557247699
117,0.11711711711711711,0.8100444170188462,0.6398044836361833,0.71885432976654,0.7213721735731604
118,0.11811811811811812,0.8103784455143106,0.6410350598119648,0.7192549954112473,0.721792258351784
119,0.11911911911911911,0.8107122590100546,0.6407805316231707,0.7195277924292345,0.7222057030838067
120,0.12012012012012012,0.8110458577135905,0.640993690888002,0.7209671849427056,0.7226226398840259
121,0.12112112112112113,0.8113792418321633,0.6404593135710641,0.7216398042692115,0.7230288713590395
122,0.12212212212212212,0.8117124115727522,0.6391626313558241,0.7225708439586581,0.7234221603679837
123,0.12312312312312312,0.8122447558729308,0.6392515951928475,0.7241786339904381,0.723811667042542
124,0.12412412412412413,0.8127784057759271,0.6389991756573774,0.7238569857293544,0.7241891372060707
125,0.12512512512512514,0.8133115058574435,0.6397103815596453,0.7233706228400111,0.7245601025661762
126,0.12612612612612611,0.8138440569667664,0.6404905002674393,0.7241288196620999,0.7249196719850478
127,0.12712712712712712,0.8143760599514352,0.6407115173491226,0.7252286184842566,0.7252682619137006
128,0.12812812812812813,0.814907515657245,0.6409873749549222,0.7273140913791566,0.7255986122118251
129,0.12912912912912913,0.8153945802358458,0.6406107385504006,0.7273657577496232,0.7259226705023207
130,0.13013013013013014,0.8158505546487704,0.6409379728646734,0.7277016655941193,0.7262422005221828
131,0.13113113113113112,0.8163061263956682,0.6414006254790006,0.728271445901371,0.7265617995593876
132,0.13213213213213212,0.8167612960096888,0.642237967392278,0.7284628885299008,0.7268813031556446
133,0.13313313313313313,0.8172160640230408,0.643767655449723,0.7290899457555754,0.7272012734386725
134,0.13413413413413414,0.8176704309669943,0.6435243922931538,0.7286894979291739,0.7275210083032962
135,0.13513513513513514,0.8181243973718825,0.6437047998055347,0.7280547485634405,0.7278339927735835
136,0.13613613613613612,0.8135381267499865,0.6442092515889632,0.7280098392394011,0.7281191642936573
137,0.13713713713713713,0.812772952876733,0.6454085653925223,0.7281840814222886,0.7284052257802835
138,0.13813813813813813,0.8120072402799711,0.6456646501428643,0.7288871597132471,0.728681308996586
139,0.13913913913913914,0.8112409872287984,0.6470173293827362,0.7295428817366725,0.7289542268149481
140,0.14014014014014015,0.8104741919848898,0.6477528899416722,0.7296199211099083,0.729225857816121
141,0.14114114114114115,0.8097068528024574,0.6479569664766743,0.7295115089447878,0.7294941480682455
142,0.14214214214214213,0.8089389679282096,0.6481609661324271,0.7290634903941262,0.7297731619883455
143,0.14314314314314314,0.80862098549655,0.6487920711998729,0.730660379270692,0.7300596918680285
144,0.14414414414414414,0.8088702653560268,0.6491160464180109,0.7313713494023182,0.7303436339323075
145,0.14514514514514515,0.8091194210776266,0.6495958658879943,0.7321033532931861,0.7306351324976098
146,0.14614614614614616,0.8093684527540547,0.6490892573089707,0.7323532123335234,0.7309222338949607
147,0.14714714714714713,0.8096173604779241,0.6485028106269205,0.7328655995549119,0.7312135192038718
148,0.14814814814814814,0.8098661443417556,0.648103201420415,0.7336367520569178,0.7315119542468329
149,0.14914914914914915,0.8101148044379782,0.6482250868617834,0.7335190540052602,0.7318025430174023
150,0.15015015015015015,0.8103633408589288,0.64834694466951,0.7344982368136095,0.7320945775697092
151,0.15115115115115116,0.8106117536968522,0.6484687748529915,0.7346550030212636,0.7323922677282219
152,0.15215215215215216,0.8108600430439018,0.6487056064946153,0.7351403432646512,0.7326823538790553
153,0.15315315315315314,0.8111082089921392,0.6484710163661729,0.7353718996474979,0.7329727896334105
154,0.15415415415415415,0.8113562516335346,0.6471941665262033,0.7360477225951696,0.733254370879425
155,0.15515515515515516,0.811604171059967,0.6474238289847791,0.7366985063669675,0.7335504154466481
156,0.15615615615615616,0.8118519673632241,0.6487423094826242,0.7371662904797542,0.7338436230883215
157,0.15715715715715717,0.8121439057928393,0.6493220409372169,0.7370723737680933,0.7341271163810389
